transaction_id,order_date,customer_id,product_id,product_name,category,subcategory,brand,original_price_inr,discount_percent,discounted_price_inr,quantity,subtotal_inr,delivery_charges,final_amount_inr,customer_city,customer_state,customer_tier,customer_spending_tier,customer_age_group,payment_method,delivery_days,delivery_type,is_prime_member,is_festival_sale,customer_rating,return_status,order_month,order_year,order_quarter,product_weight_kg,is_prime_eligible,product_rating,year
TXN_2015_00000043,2015-01-03,CUST_2015_00004943,PROD_001685,Apple Pad 4GB RAM Silver,electronics,Tablets,Apple,23161.1,0.0,23161.1,1,23161.1,0.0,23161.1,chennai,Tamil Nadu,Metro,Standard,36-45,Cash on Delivery,4.0,Standard,False,False,4.0,Delivered,1,2015,1,0.56,True,3.3,2015
TXN_2015_00000044,2015-01-15,CUST_2015_00011588,PROD_001949,Noise Watch Premium,electronics,Smart Watch,Noise,46680.9,14.99,39684.15,2,79368.3,0.0,79368.3,new delhi,Delhi,Metro,Standard,26-35,Cash on Delivery,4.0,Standard,False,False,4.0,Delivered,1,2015,1,0.07,True,4.3,2015
TXN_2015_00000045,2015-01-06,CUST_2015_00010744,PROD_001660,Alienware Aspire 4GB RAM Silver,electronics,Laptops,Alienware,43572.75,0.0,43572.75,1,43572.75,0.0,43572.75,bengaluru,Karnataka,Metro,Standard,36-45,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,1.99,False,3.3,2015
TXN_2015_00000046,2015-01-01,CUST_2015_00002591,PROD_001820,OnePlus Neckband Premium,electronics,Audio,OnePlus,19375.09,0.0,19375.09,1,19375.09,0.0,19375.09,lucknow,Uttar Pradesh,Tier1,Budget,26-35,Cash on Delivery,3.0,Standard,False,False,3.0,Delivered,1,2015,1,0.42,False,3.5,2015
TXN_2015_00000047,2015-01-13,CUST_2015_00009181,PROD_000028,Samsung Galaxy S6 32GB Blue,electronics,Smartphones,Samsung,86591.57,13.58,74832.75,1,74832.75,0.0,74832.75,kochi,Kerala,Tier2,Standard,,Cash on Delivery,4.0,Standard,False,False,5.0,Delivered,1,2015,1,0.19,True,4.5,2015
TXN_2015_00000049,2015-01-24,CUST_2015_00005759,PROD_000102,Motorola Moto E (2nd Gen) 32GB Black,electronics,Smartphones,Motorola,20006.12,49.68,10066.82,1,10066.82,0.0,10066.82,chandigarh,Punjab,Tier2,Budget,18-25,net banking,3.0,Standard,False,True,4.5,Delivered,1,2015,1,0.16,False,3.3,2015
TXN_2015_00000050,2015-01-20,CUST_2015_00006136,PROD_000084,Xiaomi Redmi Note 4G 32GB Blue,electronics,Smartphones,Xiaomi,30990.65,52.61,14687.79,2,29375.58,0.0,29375.58,kanpur,Uttar Pradesh,Tier1,Standard,26-35,Cash on Delivery,4.0,Standard,False,True,4.5,Delivered,1,2015,1,0.19,True,4.2,2015
TXN_2015_00000051,2015-01-24,CUST_2015_00009276,PROD_000057,OnePlus OnePlus 2 64GB White,electronics,Smartphones,OnePlus,96543.62,36.33,61465.88,1,61465.88,0.0,61465.88,hyderabad,Telangana,Metro,Premium,55+,Cash on Delivery,3.0,Standard,False,True,4.5,Delivered,1,2015,1,0.22,True,4.6,2015
TXN_2015_00000052,2015-01-05,CUST_2015_00003296,PROD_000021,Samsung Galaxy S6 16GB Black,electronics,Smartphones,Samsung,123614.29,0.0,123614.29,1,123614.29,0.0,123614.29,hyderabad,Telangana,Metro,Standard,46-55,Cash on Delivery,6.0,Standard,False,False,3.5,Delivered,1,2015,1,0.19,True,4.7,2015
TXN_2015_00000053,2015-01-12,CUST_2015_00007293,PROD_000039,Samsung Galaxy Note 5 64GB Black,electronics,Smartphones,Samsung,97644.25,0.0,97644.25,2,195288.5,0.0,195288.5,bombay,Maharashtra,Metro,Premium,36-45,Cash on Delivery,5.0,Standard,False,False,4.0,Delivered,1,2015,1,0.17,True,3.3,2015
TXN_2015_00000054,2015-01-29,CUST_2015_00004069,PROD_001710,Lenovo Tab M10 8GB RAM Black,electronics,Tablets,Lenovo,56337.89,0.0,56337.89,1,56337.89,0.0,56337.89,allahabad,Uttar Pradesh,Rural,Budget,26-35,Cash on Delivery,7.0,Standard,False,False,4.0,Delivered,1,2015,1,0.49,True,4.1,2015
TXN_2015_00000055,2015-01-18,CUST_2015_00003633,PROD_001892,Samsung Tracker Premium,electronics,Smart Watch,Samsung,22683.69,29.17,16067.7,1,16067.7,0.0,16067.7,aligarh,Uttar Pradesh,Rural,Budget,26-35,Credit Card,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.06,True,3.5,2015
TXN_2015_00000056,2015-01-08,CUST_2015_00004307,PROD_000053,OnePlus OnePlus 2 32GB Black,electronics,Smartphones,OnePlus,102649.14,15.5,86734.38,1,86734.38,0.0,86734.38,indore,Madhya Pradesh,Tier1,Standard,26-35,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.2,True,4.6,2015
TXN_2015_00000057,2015-01-08,CUST_2015_00010693,PROD_001671,Alienware Ultrabook 4GB RAM Black,electronics,Laptops,Alienware,107387.37,0.0,107387.37,1,107387.37,0.0,107387.37,kochi,Kerala,Tier2,Premium,18-25,Credit Card,3.0,Standard,False,False,4.5,Delivered,1,2015,1,2.33,True,4.7,2015
TXN_2015_00000058,2015-01-27,CUST_2015_00009304,PROD_001710,Lenovo Tab M10 8GB RAM Black,electronics,Tablets,Lenovo,56337.89,18.91,45686.39,1,45686.39,0.0,45686.39,ahmedabad,Gujarat,Tier1,Budget,26-35,Credit Card,6.0,Standard,False,False,5.0,Delivered,1,2015,1,0.49,True,4.1,2015
TXN_2015_00000059,2015-01-26,CUST_2015_00010496,PROD_001713,Lenovo Pad 8GB RAM Silver,electronics,Tablets,Lenovo,67444.91,21.36,53036.07,2,106072.13,0.0,106072.13,patna,Bihar,Tier2,Standard,36-45,Cash on Delivery,3.0,Standard,False,True,3.5,Delivered,1,2015,1,0.32,True,3.7,2015
TXN_2015_00000060,2015-01-10,CUST_2015_00011826,PROD_001892,Samsung Tracker Premium,electronics,Smart Watch,Samsung,22683.69,0.0,22683.69,1,22683.69,0.0,22683.69,bengaluru,Karnataka,Metro,Standard,18-25,Cash on Delivery,4.0,Standard,False,False,4.0,Delivered,1,2015,1,0.06,True,3.5,2015
TXN_2015_00000062,2015-01-23,CUST_2015_00010760,PROD_000091,Motorola Moto G (3rd Gen) 64GB Blue,electronics,Smartphones,Motorola,17790.72,16.25,14899.47,3,44698.41,0.0,44698.41,new delhi,Delhi,Metro,Standard,18-25,Cash on Delivery,6.0,Standard,False,True,4.0,Delivered,1,2015,1,0.22,True,3.4,2015
TXN_2015_00000063,2015-01-15,CUST_2015_00006127,PROD_001922,Fitbit Watch,electronics,Smart Watch,Fitbit,46458.94,0.0,47978.89,1,47978.89,0.0,47978.89,kolkata,West Bengal,Metro,Standard,36-45,Credit Card,6.0,Standard,False,False,5.0,Returned,1,2015,1,0.03,True,3.0,2015
TXN_2015_00000064,2015-01-22,CUST_2015_00000518,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,electronics,Tablets,OnePlus,46234.09,40.73,27402.06,1,27402.06,0.0,27402.06,bombay,Maharashtra,Metro,Standard,26-35,Cash on Delivery,3.0,Standard,False,True,4.0,Delivered,1,2015,1,0.53,False,4.3,2015
TXN_2015_00000065,2015-01-08,CUST_2015_00010767,PROD_000090,Motorola Moto G (3rd Gen) 32GB Blue,electronics,Smartphones,Motorola,24448.87,0.0,24448.87,2,48897.74,0.0,48897.74,bombay,Maharashtra,Metro,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,4.0,Delivered,1,2015,1,0.2,True,3.8,2015
TXN_2015_00000066,2015-01-27,CUST_2015_00011278,PROD_000058,OnePlus OnePlus X 16GB Black,electronics,Smartphones,OnePlus,102741.22,0.0,102741.22,1,102741.22,0.0,102741.22,jaipur,Rajasthan,Tier1,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,3.5,Delivered,1,2015,1,0.16,True,3.7,2015
TXN_2015_00000067,2015-01-13,CUST_2015_00004611,PROD_001612,Apple Pavilion 8GB RAM Silver,electronics,Laptops,Apple,51356.92,0.0,51356.92,1,51356.92,0.0,51356.92,bombay,Maharashtra,Metro,Premium,18-25,Cash on Delivery,6.0,Standard,False,False,5.0,Delivered,1,2015,1,2.69,True,3.7,2015
TXN_2015_00000068,2015-01-21,CUST_2015_00007458,PROD_000083,Xiaomi Redmi Note 4G 16GB Blue,electronics,Smartphones,Xiaomi,33199.84,42.83,18981.83,2,37963.66,0.0,37963.66,bengaluru,Karnataka,Metro,Standard,26-35,Cash on Delivery,6.0,Standard,False,True,4.5,Delivered,1,2015,1,0.15,False,4.1,2015
TXN_2015_00000069,2015-01-13,CUST_2015_00003534,PROD_001949,Noise Watch Premium,electronics,Smart Watch,Noise,46680.9,0.0,46680.9,1,46680.9,0.0,46680.9,kolkata,West Bengal,Metro,Premium,18-25,Cash on Delivery,3.0,Standard,False,False,3.5,Delivered,1,2015,1,0.07,True,4.3,2015
TXN_2015_00000070,2015-01-11,CUST_2015_00006386,PROD_001957,Noise Sports Watch Premium,electronics,Smart Watch,Noise,37013.54,0.0,37013.54,1,37013.54,0.0,37013.54,bhubaneswar,Odisha,Tier2,Standard,18-25,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.03,False,4.2,2015
TXN_2015_00000071,2015-01-28,CUST_2015_00003459,PROD_000021,Samsung Galaxy S6 16GB Black,electronics,Smartphones,Samsung,123614.29,0.0,123614.29,2,247228.58,0.0,247228.58,hyderabad,Telangana,Metro,Standard,55+,Cash on Delivery,6.0,Standard,False,False,3.5,Cancelled,1,2015,1,0.19,True,4.7,2015
TXN_2015_00000072,2015-01-09,CUST_2015_00007070,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,electronics,Tablets,OnePlus,46234.09,0.0,46234.09,2,92468.18,0.0,92468.18,bombay,Maharashtra,Metro,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,4.5,Delivered,1,2015,1,0.53,False,4.3,2015
TXN_2015_00000074,2015-01-22,CUST_2015_00005762,PROD_000036,Samsung Galaxy S6 Edge 16GB Gold,electronics,Smartphones,Samsung,88872.68,18.02,72858.49,2,145716.97,0.0,145716.97,chennai,Tamil Nadu,Metro,Standard,18-25,net banking,3.0,Standard,False,True,4.5,Delivered,1,2015,1,0.16,False,3.9,2015
TXN_2015_00000075,2015-01-03,CUST_2015_00005085,PROD_001523,HP Inspiron 8GB RAM Silver,electronics,Laptops,HP,72369.63,0.0,72369.63,2,144739.26,0.0,144739.26,kolkata,West Bengal,Metro,Standard,18-25,Cash on Delivery,4.0,Standard,False,False,5.0,Delivered,1,2015,1,1.79,False,4.0,2015
TXN_2015_00000076,2015-01-07,CUST_2015_00002341,PROD_001603,Acer Gaming 8GB RAM Silver,electronics,Laptops,Acer,126454.0,16.96,105008.21,1,105008.21,0.0,105008.21,new delhi,Delhi,Metro,Standard,18-25,Cash on Delivery,5.0,Standard,False,False,4.0,Delivered,1,2015,1,2.27,True,4.6,2015
TXN_2015_00000077,2015-01-13,CUST_2015_00005251,PROD_000104,Motorola Moto E (2nd Gen) 32GB White,electronics,Smartphones,Motorola,46458.94,0.0,24762.02,1,24762.02,0.0,24762.02,bengaluru,Karnataka,Metro,Standard,18-25,Cash on Delivery,5.0,Standard,False,False,3.5,Delivered,1,2015,1,0.23,True,3.8,2015
TXN_2015_00000078,2015-01-09,CUST_2015_00001914,PROD_000082,Xiaomi Redmi Note 4G 32GB White,electronics,Smartphones,Xiaomi,40264.16,17.41,33255.18,1,33255.18,0.0,33255.18,meerut,Uttar Pradesh,Rural,Budget,26-35,Cash on Delivery,4.0,Standard,False,False,4.5,Delivered,1,2015,1,0.22,True,3.4,2015
TXN_2015_00000079,2015-01-18,CUST_2015_00002170,PROD_001603,Acer Gaming 8GB RAM Silver,electronics,Laptops,Acer,126454.0,0.0,126454.0,1,126454.0,0.0,126454.0,lucknow,Uttar Pradesh,Tier1,Standard,55+,Cash on Delivery,3.0,Standard,False,False,5.0,Delivered,1,2015,1,2.27,True,4.6,2015
TXN_2015_00000080,2015-01-14,CUST_2015_00004123,PROD_000025,Samsung Galaxy S6 32GB White,electronics,Smartphones,Samsung,78047.8,0.0,78047.8,2,156095.6,0.0,156095.6,lucknow,Uttar Pradesh,Tier1,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,4.5,Delivered,1,2015,1,0.21,True,4.0,2015
TXN_2015_00000082,2015-01-10,CUST_2015_00000314,PROD_000062,OnePlus OnePlus X 16GB Blue,electronics,Smartphones,OnePlus,60643.25,0.0,60643.25,1,60643.25,0.0,60643.25,bengaluru,Karnataka,Metro,Budget,36-45,Credit Card,4.0,Standard,False,False,4.0,Delivered,1,2015,1,0.23,True,3.4,2015
TXN_2015_00000083,2015-01-24,CUST_2015_00007622,PROD_000020,Apple iPhone 5s 32GB White,electronics,Smartphones,Apple,145589.8,51.55,70541.94,1,70541.94,0.0,70541.94,bengaluru,Karnataka,Metro,Premium,26-35,Cash on Delivery,7.0,Standard,False,True,4.5,Delivered,1,2015,1,0.16,True,3.7,2015
TXN_2015_00000084,2015-01-09,CUST_2015_00010491,PROD_000105,Motorola Moto E (2nd Gen) 64GB White,electronics,Smartphones,Motorola,46458.94,0.0,21211.5,2,42423.0,0.0,42423.0,nagpur,Maharashtra,Tier1,Standard,26-35,Cash on Delivery,5.0,Standard,False,False,3.0,Delivered,1,2015,1,0.21,False,3.8,2015
TXN_2015_00000086,2015-01-18,CUST_2015_00002414,PROD_000047,Samsung Galaxy J7 64GB Black,electronics,Smartphones,Samsung,40438.41,20.52,32139.29,1,32139.29,0.0,32139.29,bombay,Maharashtra,Metro,Standard,36-45,Cash on Delivery,3.0,Standard,False,False,4.5,Delivered,1,2015,1,0.24,True,4.4,2015
TXN_2015_00000087,2015-01-28,CUST_2015_00006262,PROD_001733,OnePlus Galaxy Tab 4GB RAM Silver,electronics,Tablets,OnePlus,46234.09,0.0,46234.09,2,92468.18,0.0,92468.18,kochi,Kerala,Tier2,Standard,26-35,Cash on Delivery,6.0,Standard,False,False,3.5,Delivered,1,2015,1,0.53,False,4.3,2015
TXN_2015_00000088,2015-01-12,CUST_2015_00001536,PROD_001710,Lenovo Tab M10 8GB RAM Black,electronics,Tablets,Lenovo,56337.89,0.0,56337.89,1,56337.89,0.0,56337.89,new delhi,Delhi,Metro,Premium,55+,Cash on Delivery,5.0,Standard,False,False,5.0,Delivered,1,2015,1,0.49,True,4.1,2015
